"IMDBID";"Title";"Genre";"Year";"URL";"Audience_Rating";"Critic_Rating";"Budget_In_Millions";"User_Review";"Polarity"
"tt1020938";"Babies";"Documentary";2010;"https://m.media-amazon.com/images/M/MV5BMTI3MjA4OTE1MF5BMl5BanBnXkFtZTcwNDk3NjYwMw@@._V1_SX300.jpg";7.1;6.3;0.0;"There's a goat in my bathtub";"Negative"
"tt1023111";"Never Back Down";"Action, Drama, Sport";2008;"https://m.media-amazon.com/images/M/MV5BMTkzNDg3MTIyMF5BMl5BanBnXkFtZTcwOTAwNDc1MQ@@._V1_SX300.jpg";6.6;3.9;20.0;"A new ""Karate Kid""";"Negative"
"tt1023481";"Step Up 2: The Streets";"Drama, Music, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTc0NzYxOTgxOF5BMl5BanBnXkFtZTcwMTgxMjc1MQ@@._V1_SX300.jpg";6.3;5.0;17.5;"Way better than I expected!";"Positive"
"tt1023500";"Doghouse";"Comedy, Horror, Sci-Fi";2009;"https://m.media-amazon.com/images/M/MV5BNjJkMGNkZWYtNzIzOS00NGQzLWE1ZjctZDJhNWRjZGMwYThmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg";6.0;0.0;4.0;"British comedy-horror - the perfect film for a night out or night in with a few beers";"Positive"
"tt1024255";"Wild Child";"Comedy, Drama, Romance";2008;"https://m.media-amazon.com/images/M/MV5BNzUzYTM2YjgtN2I5OC00MmIwLWJhOTgtNjc1ZmFmYzI3MTUwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg";6.1;0.0;20.0;"Light Hearted FUN";"Positive"
"tt1024648";"Argo";"Biography, Drama, Thriller";2012;"https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg";7.7;8.6;44.5;"OK film but seriously flawed in places";"Negative"
"tt1024770";"The People I've Slept With";"Comedy";2013;"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk4MTQzMzI1Nl5BMl5BanBnXkFtZTgwNTMzNzM1OTE@._V1_SX300.jpg";5.0;4.5;3.0;"Zany and Sexy";"Positive"
"tt1027718";"Wall Street: Money Never Sleeps";"Drama";2010;"https://m.media-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg";6.2;5.9;70.0;"Unbelievable mess!";"Negative"
"tt1027862";"Swing Vote";"Comedy, Drama";2008;"https://m.media-amazon.com/images/M/MV5BMjAwMTQyNzkwNV5BMl5BanBnXkFtZTcwNTgyMzE3MQ@@._V1_SX300.jpg";6.1;4.7;21.0;"Every vote counts, as long as you're the last one";"Negative"
"tt1028576";"Secretariat";"Biography, Drama, Family, History, Sport";2010;"https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX300.jpg";7.2;6.1;35.0;"Secretariat, U.S. Triple Crown Champion 1973. Penny Chenery, Owner, Housewives Champion.";"Positive"
"tt1028581";"Love N' Dancing";"Drama, Romance";2011;"https://m.media-amazon.com/images/M/MV5BMjAyNDE2MjYxM15BMl5BanBnXkFtZTcwODI4NjQ1Mg@@._V1_SX300.jpg";5.5;4.3;10.0;"Great dancers, very likable characters";"Positive"
"tt1031969";"The Rocker";"Comedy, Music";2008;"https://m.media-amazon.com/images/M/MV5BMTYyMTgzMTQ0MF5BMl5BanBnXkFtZTcwNTE3OTU3MQ@@._V1_SX300.jpg";6.2;5.3;15.0;"We Want More Rainn Wilson! Rock On!!";"Positive"
"tt1032751";"The Warrior's Way";"Action, Fantasy, Western";2010;"https://m.media-amazon.com/images/M/MV5BOTU1MWI0NmQtMTIwNi00OGEyLTgyNmItYjEwODBlZDIwYTdhXkEyXkFqcGdeQXVyNzA3Mjg3Mzg@._V1_SX300.jpg";6.3;4.5;45.0;"Meh....Pretty disappointing in light of what could have been an awesome movie.";"Positive"
"tt1032755";"RocknRolla";"Action, Crime, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SX300.jpg";7.3;5.3;18.0;"Guy Ritchie at his best";"Positive"
"tt1032815";"I Love You, Beth Cooper";"Comedy, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1_SX300.jpg";5.3;3.2;18.0;"NOTHING like the book, HIGHLY disappointing.";"Negative"
"tt1032819";"Powder Blue";"Drama";2009;"https://m.media-amazon.com/images/M/MV5BNzYyOTBkOWYtMDBkNS00OWMxLTg0ZDgtMTNmYWM5OTIzYjdmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MTcwOTc@._V1_SX300.jpg";6.3;0.0;0.0;"Quite good, despite a few cheesy scenes.";"Positive"
"tt1032821";"Tyson";"Documentary, Biography, Sport";2009;"https://m.media-amazon.com/images/M/MV5BMzU0NjM1MTQzN15BMl5BanBnXkFtZTcwMTE3MTA0Mg@@._V1_SX300.jpg";7.5;8.3;0.0;"Riveting movie about a complicated man";"Negative"
"tt1033643";"What Happens in Vegas";"Comedy, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTIxNzMwOTU3OF5BMl5BanBnXkFtZTcwMzk0NTM2MQ@@._V1_SX300.jpg";6.1;3.6;35.0;"You have to care and not care";"Positive"
"tt1034032";"Gamer";"Action, Sci-Fi, Thriller";2009;"https://m.media-amazon.com/images/M/MV5BMTkzMDU0NTg3MF5BMl5BanBnXkFtZTcwNzU1MjU1Mg@@._V1_SX300.jpg";5.8;2.7;50.0;"Decent adrenaline rush with an interesting sci-fi twist";"Positive"
"tt1034303";"Defiance";"Action, Drama, History, Thriller, War";2009;"https://m.media-amazon.com/images/M/MV5BZjEyYjk4ZDQtZDhjMi00NGFkLWExM2UtZjgyMDMxODgwNjgyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg";7.2;5.8;32.0;"Nothing Is Impossible to Survive";"Negative"
"tt1034314";"Iron Sky";"Action, Comedy, Sci-Fi";2012;"https://m.media-amazon.com/images/M/MV5BMTM2MDg5MzgxNF5BMl5BanBnXkFtZTcwODUzNjMxOA@@._V1_SX300.jpg";5.9;0.0;8.65;"Do you really think it's funny?";"Positive"
"tt1034325";"Phoebe in Wonderland";"Drama";2008;"https://m.media-amazon.com/images/M/MV5BMjIyMjQ2NDQ0MF5BMl5BanBnXkFtZTcwNjE1NTEzMg@@._V1_SX300.jpg";7.2;5.6;0.0;"We all need a little magic....";"Negative"
"tt1034331";"Righteous Kill";"Crime, Drama, Mystery, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BMTYwMjg3MjY3OV5BMl5BanBnXkFtZTcwNTc4MDU3MQ@@._V1_SX300.jpg";6.0;3.6;60.0;"The Lack Of Forensic Clues";"Negative"
"tt1035736";"Coco Before Chanel";"Biography, Drama";2009;"https://m.media-amazon.com/images/M/MV5BMTA0NjYzMzQxNzBeQTJeQWpwZ15BbWU3MDI2MDA0ODI@._V1_SX300.jpg";6.7;6.5;22.41;"A Nutshell Review: Coco Before Chanel";"Negative"
"tt1037705";"The Book of Eli";"Action, Adventure, Drama, Thriller";2010;"https://m.media-amazon.com/images/M/MV5BNTE1OWI1YzgtZjEyMy00MjQ4LWE0NWMtYTNhYjc0ZDQ3ZGRkXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg";6.9;5.3;80.0;"Strong visuals, weak plot.";"Positive"
"tt1038686";"Legion";"Action, Fantasy, Horror";2010;"https://m.media-amazon.com/images/M/MV5BMTMzNDg4NjYxOV5BMl5BanBnXkFtZTcwODQyNDg3Mg@@._V1_SX300.jpg";5.2;3.2;26.0;"A huge disappointment.";"Negative"
"tt1038919";"The Bounty Hunter";"Action, Comedy, Romance";2010;"https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg";5.6;2.2;40.0;"Better Than Average Romantic Comedy";"Positive"
"tt1041753";"Harold";"Comedy";2008;"https://m.media-amazon.com/images/M/MV5BMTA3MjE2OTQzNjleQTJeQWpwZ15BbWU3MDIyMDE3NzE@._V1_SX300.jpg";5.5;1.0;3.5;"a real hidden gem............";"Negative"
"tt1041829";"The Proposal";"Comedy, Drama, Romance";2009;"https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg";6.7;4.8;40.0;"Charming though Predictable";"Positive"
"tt1042877";"Cadillac Records";"Biography, Drama, Music";2008;"https://m.media-amazon.com/images/M/MV5BOTI4NTEyMDc3Ml5BMl5BanBnXkFtZTgwMDQ4MjkyMTE@._V1_SX300.jpg";7.0;6.5;12.0;"sure, it may have it's share of clichés and pit-falls, but it makes you feel the Blues, deep down your spine, long after you leave";"Positive"
"tt1043451";"Delhi-6";"Comedy, Drama";2009;"https://m.media-amazon.com/images/M/MV5BMTMyMTE4MTMyOV5BMl5BanBnXkFtZTcwNTU5OTkyMg@@._V1_SX300.jpg";6.0;4.5;0.0;"I'm sorry Mr. Mehra, I underestimated you";"Negative"
"tt1043726";"The Legend of Hercules";"Action, Adventure, Fantasy";2014;"https://m.media-amazon.com/images/M/MV5BMTQwMjEyODQxMV5BMl5BanBnXkFtZTgwMDQxMjE3MDE@._V1_SX300.jpg";4.2;2.2;70.0;"Thoroughly Atrocious";"Negative"
"tt1043776";"Martha Speaks";"Animation, Family";2008;"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxOTU0MDg4MV5BMl5BanBnXkFtZTgwMDc5NTMwMjE@._V1_SX300.jpg";6.6;0.0;0.0;"Martha is a dog lovers dream";"Positive"
"tt1045655";"The Haunting of Molly Hartley";"Drama, Horror, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BMTMyMzI5Nzg2Nl5BMl5BanBnXkFtZTcwODAxNjk4MQ@@._V1_SX300.jpg";3.9;2.8;5.0;"Not brilliant, but not terrible";"Positive"
"tt1045658";"Silver Linings Playbook";"Comedy, Drama, Romance";2012;"https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg";7.7;8.1;21.0;"Most Enjoyable Film of 2012 So Far";"Positive"
"tt1045772";"I Love You Phillip Morris";"Biography, Comedy, Crime, Drama, Romance";2011;"https://m.media-amazon.com/images/M/MV5BNDkzMjkwNjc5NV5BMl5BanBnXkFtZTcwNzEyOTk5Mw@@._V1_SX300.jpg";6.6;6.5;13.0;"Jim Carrey's Performance Is Just What This Story Didn't Need";"Negative"
"tt1045778";"Year One";"Adventure, Comedy";2009;"https://m.media-amazon.com/images/M/MV5BMTcyMjI2OTgxN15BMl5BanBnXkFtZTcwODU3ODkzMg@@._V1_SX300.jpg";4.9;3.4;60.0;"There's not very many horribly bad moments, but at the same time, there's very few funny moments.";"Positive"
"tt1046163";"My Best Friend's Girl";"Comedy, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTg4MDg5NjE3Nl5BMl5BanBnXkFtZTcwNzc4ODQ3MQ@@._V1_SX300.jpg";5.9;3.4;40.0;"Definite guilty pleasure for me, headlined by Jesus Crust - where pizza is a religious experience!";"Positive"
"tt1046173";"G.I. Joe: The Rise of Cobra";"Action, Adventure, Sci-Fi, Thriller";2009;"https://m.media-amazon.com/images/M/MV5BMTQzMTU1NzQwNl5BMl5BanBnXkFtZTcwNDg4NzMzMw@@._V1_SX300.jpg";5.8;3.2;175.0;"$170 budget and not one writer";"Negative"
"tt1046947";"Last Chance Harvey";"Drama, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTU1MDM5OTMwM15BMl5BanBnXkFtZTcwMTAzOTAwMg@@._V1_SX300.jpg";6.7;5.7;0.0;"Sentimental but not maudlin";"Positive"
"tt1046997";"Miracle at St. Anna";"Action, Drama, War";2008;"https://m.media-amazon.com/images/M/MV5BMTIyNjIwOTI1MF5BMl5BanBnXkFtZTcwMTQ1NTU3MQ@@._V1_SX300.jpg";6.0;3.7;45.0;"I have two big white biscuits right here for you.";"Negative"
"tt1047494";"Meet the Browns";"Comedy, Drama, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTIyNTgyMjgxMF5BMl5BanBnXkFtZTcwMjc3NzI2MQ@@._V1_SX300.jpg";4.2;4.5;0.0;"HONESTLY, what was so bad about this film to get such a harsh rating?";"Negative"
"tt1047540";"Parental Guidance";"Comedy, Family";2012;"https://m.media-amazon.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg";6.1;3.6;25.0;"Great Family Movie";"Positive"
"tt1049400";"Outrage";"Documentary";2009;"https://images-na.ssl-images-amazon.com/images/M/MV5BOTEyODUzODEyOF5BMl5BanBnXkFtZTcwNTkzMzA1Mg@@._V1_SX300.jpg";7.6;6.4;0.0;"Kirby Dick takes another look at a facet of American life that's considered a 'no-no' to talk about";"Negative"
"tt1049405";"The Other End of the Line";"Comedy, Drama, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTQ3MTMzMjcxOF5BMl5BanBnXkFtZTcwMzI5NTg5MQ@@._V1_SX300.jpg";6.2;4.0;14.0;"A pretty decent romantic comedy";"Positive"
"tt1049413";"Up";"Animation, Adventure, Comedy, Family";2009;"https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg";8.3;8.8;175.0;"Brilliant, another Pixar home run";"Positive"
"tt1049415";"Garbage Dreams";"Documentary";2009;"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0Mjg4NTY0N15BMl5BanBnXkFtZTcwNTUxMTQyMg@@._V1_SX300.jpg";7.6;6.7;0.2;"An Inspiring film on the Impact of Globalization on Cairo's Trash Collectors";"Positive"
"tt1049948";"Casi divas";"Comedy, Musical";2008;"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NDY0OTU2M15BMl5BanBnXkFtZTcwOTUyMDk3Mg@@._V1_SX300.jpg";6.2;5.5;0.0;"Calling all sheltered Americans (like me)... See this movie!!";"Negative"
"tt1051904";"Goosebumps";"Adventure, Comedy, Family, Fantasy, Horror";2015;"https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg";6.3;6.0;58.0;"The Vidiot Reviews...";"Negative"
"tt1053424";"Repo Men";"Action, Crime, Sci-Fi, Thriller";2010;"https://m.media-amazon.com/images/M/MV5BMjA4MTUxODM0MV5BMl5BanBnXkFtZTcwMDg3MTgwMw@@._V1_SX300.jpg";6.3;3.2;32.0;"It seems critics are missing the point.";"Negative"
"tt1054588";"Flash of Genius";"Biography, Drama";2008;"https://m.media-amazon.com/images/M/MV5BMTI5MDI0NDAxOV5BMl5BanBnXkFtZTcwNzk4ODk3MQ@@._V1_SX300.jpg";7.0;5.7;20.0;"Well acted and executed, but slightly mundane.";"Positive"
"tt1054606";"The Imaginarium of Doctor Parnassus";"Adventure, Comedy, Fantasy, Mystery";2010;"https://m.media-amazon.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg";6.8;6.5;30.0;"Rajo loves it, but knows it won't work... how tragic...";"Positive"
"tt1055292";"Life as We Know It";"Comedy, Drama, Romance";2010;"https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg";6.6;3.9;38.0;"Was prepared to not like this, but...";"Negative"
"tt1055369";"Transformers: Revenge of the Fallen";"Action, Adventure, Sci-Fi";2009;"https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg";6.0;3.5;200.0;"Good but not completely satisfactory";"Negative"
"tt1057500";"Invictus";"Biography, Drama, History, Sport";2009;"https://m.media-amazon.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg";7.3;7.4;60.0;"One of Clint's Best...";"Negative"
"tt1058017";"The Invention of Lying";"Comedy, Fantasy, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg";6.4;5.8;18.5;"God is an upside down fruit man";"Positive"
"tt1059786";"Eagle Eye";"Action, Mystery, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_SX300.jpg";6.6;4.3;80.0;"A summer blockbuster at heart...just sit back and enjoy the incredibly unrealistic ride";"Positive"
"tt1060277";"Cloverfield";"Action, Horror, Sci-Fi, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg";7.0;6.4;25.0;"Breath of fresh air";"Positive"
"tt1062965";"Severed Ways: The Norse Discovery of America";"Adventure, Drama";2007;"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ2NTU2ODE2Nl5BMl5BanBnXkFtZTcwMTQ2NTUzMg@@._V1_SX300.jpg";4.6;5.1;0.0;"Something different";"Negative"
"tt1063669";"The Wave";"Drama, Thriller";2011;"https://m.media-amazon.com/images/M/MV5BOWQ4YzBjODItM2I4MS00YThlLTlhZTQtOTZkNzhhNDc5YWM4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg";7.6;0.0;5.77;"Fascism is Only A Few Missteps Away";"Negative"
"tt1065073";"Boyhood";"Drama";2014;"https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg";7.9;10.0;4.0;"Not bad, but disappointing";"Positive"
"tt1067106";"A Christmas Carol";"Animation, Drama, Family, Fantasy";2009;"https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg";6.8;5.5;200.0;"Both children and adults will gain more from this experience than most family films.";"Positive"
"tt1067733";"Patrik, Age 1.5";"Comedy, Drama, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTg1OTc2MTAyMl5BMl5BanBnXkFtZTcwNzQzMDUxMw@@._V1_SX300.jpg";6.9;6.5;0.0;"A Pleasant Surprise";"Positive"
"tt1068641";"The Burning Plain";"Crime, Drama, Romance";2009;"https://ia.media-imdb.com/images/M/MV5BM2Q3N2ZkMTEtMjA5NC00MzlhLWJmYTctMTU2MjZjYTg3YmJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg";6.8;4.5;20.0;"Solid debut for writer Arriaga.";"Positive"
"tt1068646";"The Class";"Drama";2009;"https://m.media-amazon.com/images/M/MV5BOTJkMDZjNWEtYTM5My00MTgzLWFlN2QtMzUzYjNiZmJkN2I3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg";7.5;9.2;0.0;"mesmerizing";"Negative"
"tt1068680";"Yes Man";"Comedy, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg";6.8;4.6;70.0;"Pure joy. A great film, true to its rom-com genre roots. I was uplifted, and grandly entertained!";"Positive"
"tt1069238";"Departures";"Drama, Music";2009;"https://m.media-amazon.com/images/M/MV5BMTUzOTcwOTA2NV5BMl5BanBnXkFtZTcwNDczMzczMg@@._V1_SX300.jpg";8.1;6.8;0.0;"Lyrical Film About Finding Passion in an Unlikely Profession";"Positive"
"tt1070858";"The Secrets of Jonathan Sperry";"Drama";2009;"https://m.media-amazon.com/images/M/MV5BMTc3NjMzNDA1OV5BMl5BanBnXkFtZTcwNjQ4Nzc4Mg@@._V1_SX300.jpg";7.0;0.0;0.9;"Life as it should be";"Negative"
"tt1071358";"Another Cinderella Story";"Comedy, Family, Music, Romance";2008;"https://m.media-amazon.com/images/M/MV5BMTUwNDAzMzIxOF5BMl5BanBnXkFtZTgwNTU1NzAwNzE@._V1_SX300.jpg";5.9;0.0;5.0;"Good overall.";"Positive"
"tt1071804";"Ink";"Action, Drama, Fantasy, Sci-Fi";2009;"https://m.media-amazon.com/images/M/MV5BMjIyNzE4NjUwM15BMl5BanBnXkFtZTcwMzUyODg5Mg@@._V1_SX300.jpg";7.0;0.0;0.0;"Truly Remarkable Indie that defies categorization";"Positive"
"tt1071812";"Mao's Last Dancer";"Biography, Drama, Music";2010;"https://ia.media-imdb.com/images/M/MV5BMTc4MDYxMzgwOF5BMl5BanBnXkFtZTcwNDc4MTM1Mw@@._V1_SX300.jpg";7.3;5.5;0.0;"A moving tale that captures the beauty and inspiration of a man forced to make extraordinary decisions";"Positive"
"tt1071875";"Ghost Rider: Spirit of Vengeance";"Action, Fantasy, Thriller";2012;"https://m.media-amazon.com/images/M/MV5BMTkwNDM5MDEzOF5BMl5BanBnXkFtZTcwNDEyNTUxNw@@._V1_SX300.jpg";4.3;3.4;57.0;"Worst movie I've seen in a LONG time";"Negative"
"tt1072748";"Winchester";"Biography, Fantasy, Horror, Mystery, Thriller";2018;"https://m.media-amazon.com/images/M/MV5BMjI2OWE5OGItMTE4Yi00ZmIzLThjZDctNTU1OTMxMTc3Yjg4XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg";5.4;2.8;3.5;"More fun than scary";"Negative"
"tt1072755";"Minutemen";"Adventure, Comedy, Family, Sci-Fi";2008;"https://m.media-amazon.com/images/M/MV5BMjA1MDYyOTczMF5BMl5BanBnXkFtZTcwNTc2NDU2MQ@@._V1_SX300.jpg";6.0;0.0;0.0;"Just One Big Do-Over";"Negative"
"tt1073498";"Meet the Spartans";"Comedy";2008;"https://m.media-amazon.com/images/M/MV5BMjAxMDE3NDQwMF5BMl5BanBnXkFtZTcwMjA0MzU1MQ@@._V1_SX300.jpg";2.7;0.9;30.0;"Jason Friedberg & Aaron Seltzer  are hacks";"Negative"
"tt1074638";"Skyfall";"Action, Adventure, Thriller";2012;"https://m.media-amazon.com/images/M/MV5BNDVhZmJiYWMtNmIzMC00ZWNiLTkzZDYtNGNlZmViMGM4OGExXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg";7.8;8.1;200.0;"Back on the Bond Bandwagon";"Negative"
"tt1074929";"Adoration";"Drama, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTMxNzU1MjExNl5BMl5BanBnXkFtZTcwNTkxNDAyMg@@._V1_SX300.jpg";6.3;6.4;4.7;"Connecting the dots";"Negative"
"tt1075417";"Race to Witch Mountain";"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller";2009;"https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg";5.7;5.2;65.0;"Disney fantasy full of tension ,  intrigue  and spectacular images";"Negative"
"tt1075747";"Jonah Hex";"Action, Drama, Fantasy, Thriller, Western";2010;"https://m.media-amazon.com/images/M/MV5BMTQ2NzYxNjQyMF5BMl5BanBnXkFtZTcwOTQ0OTI0Mw@@._V1_SX300.jpg";4.7;3.3;47.0;"typical action movie with surprising extra's";"Positive"
"tt1077262";"Ajami";"Crime, Drama";2009;"https://ia.media-imdb.com/images/M/MV5BMTMyNjY0MDE3MF5BMl5BanBnXkFtZTcwNDk4NTgxMw@@._V1_SX300.jpg";7.4;8.2;0.0;"Israel's mean streets";"Negative"
"tt1077368";"Dark Shadows";"Comedy, Fantasy, Horror";2012;"https://m.media-amazon.com/images/M/MV5BMjc0NzAyMzI1MF5BMl5BanBnXkFtZTcwMTE0NDQ1Nw@@._V1_SX300.jpg";6.2;5.5;150.0;"OK if you haven't seen the older versions";"Positive"
"tt1078188";"Boy A";"Drama";2008;"https://m.media-amazon.com/images/M/MV5BMTUyMjY2NDU2Ml5BMl5BanBnXkFtZTcwMDU2MjM3MQ@@._V1_SX300.jpg";7.6;7.5;0.0;"Living with the Sins of Childhood";"Negative"
"tt1078588";"My Sister's Keeper";"Drama, Family";2009;"https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg";7.4;5.1;30.0;"Heartwarming adaptation";"Positive"
"tt1078912";"Night at the Museum: Battle of the Smithsonian";"Adventure, Comedy, Family, Fantasy";2009;"https://m.media-amazon.com/images/M/MV5BMGZjZDE2NjUtMzVkNy00N2UyLTg5MjYtYzY1ZmM1YWY3ZTZmXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg";6.0;4.2;150.0;"Night at the Museum: Battle of the Underdeveloped Plot and Characters";"Negative"
"tt1078940";"Couples Retreat";"Comedy";2009;"https://m.media-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg";5.5;2.3;60.0;"Hilarious at times, but never really strives to be more than average";"Positive"
"tt1079980";"Death in Love";"Drama, Romance, War";2009;"https://m.media-amazon.com/images/M/MV5BNzYyMDVmNTUtNzgxNi00ODMxLWJjNzgtYWI5YTdiYTQzYzI5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg";5.0;3.9;3.0;"Intense adult drama about repercussions of violence and war";"Negative"
"tt1080016";"Ice Age: Dawn of the Dinosaurs";"Animation, Action, Adventure, Comedy, Family";2009;"https://m.media-amazon.com/images/M/MV5BMTMzNDkzMTcyOV5BMl5BanBnXkFtZTcwNDIzMjM2MQ@@._V1_SX300.jpg";7.0;5.0;90.0;"'Ice Age' Getting Better & Better";"Positive"
"tt1082601";"Fighting";"Action, Drama, Sport";2009;"https://m.media-amazon.com/images/M/MV5BMTk5NjM3MjA5Nl5BMl5BanBnXkFtZTcwODI2MTQ0Mg@@._V1_SX300.jpg";5.6;6.1;0.0;"Not a knockout !!!";"Negative"
"tt1082853";"Management";"Comedy, Drama, Romance";2009;"https://m.media-amazon.com/images/M/MV5BMTI0Njg2MTg4OV5BMl5BanBnXkFtZTcwOTgyNjg0Mg@@._V1_SX300.jpg";5.9;5.0;0.0;"Tries too hard";"Negative"
"tt1082868";"Quarantine";"Horror, Thriller";2008;"https://m.media-amazon.com/images/M/MV5BMjY0MDgwNTQ4OF5BMl5BanBnXkFtZTcwMzQzNjY3MQ@@._V1_SX300.jpg";6.0;5.3;12.0;"Watch the original before this.";"Positive"
"tt1083452";"Eddie the Eagle";"Biography, Comedy, Drama, Sport";2016;"https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg";7.4;5.4;23.0;"Feel good and let the tears of happiness flow!";"Positive"
"tt1086216";"Uncertainty";"Drama, Romance, Thriller";2012;"https://m.media-amazon.com/images/M/MV5BMjAxNzc0NTE2Ml5BMl5BanBnXkFtZTcwMTcwMTE5Mg@@._V1_SX300.jpg";5.8;4.5;0.0;"of some interest but the premise is inadequately developed";"Negative"
